conglome,vivienda,hogar,result,nbi1,nbi2,nbi3,nbi4,nbi5
16823,101,11,1,1,0,1,0,0
16823,103,11,1,0,0,0,0,0
16823,213,11,1,0,0,0,0,0
16823,214,11,1,0,0,0,0,0
16823,215,11,1,0,0,0,0,0
16823,217,11,1,0,0,0,0,0
16823,218,11,1,0,0,0,0,0
16823,219,11,1,0,0,0,0,0
16824,9,11,1,0,1,1,0,0
16824,10,11,1,0,0,0,0,0
16824,11,11,1,0,0,0,0,0
16824,12,11,1,0,0,0,0,0
16824,92,11,1,0,0,0,0,0
16824,94,11,1,0,0,0,0,0
16824,95,11,1,0,0,0,0,0
16824,96,11,1,0,0,0,0,0
16825,153,11,1,0,0,0,0,0
16825,154,11,1,0,0,0,0,0
16825,155,11,1,0,0,0,0,0
16825,156,11,1,0,0,0,0,0
16825,325,11,1,0,0,0,0,0
16825,326,11,1,0,0,0,0,0
16825,327,11,1,0,0,1,0,0
16825,328,11,1,0,0,0,0,0
16826,161,11,1,0,0,0,0,0
16826,163,11,1,0,0,1,0,0
16826,164,11,1,0,1,0,0,0
16826,333,11,1,0,0,0,0,0
16826,335,11,1,0,0,1,0,0
16826,336,11,1,0,0,0,0,0
16826,337,11,1,0,1,1,0,0
16826,338,11,1,0,0,1,0,0
16827,25,11,1,0,0,0,0,0
16827,27,11,1,0,0,0,0,0
16827,28,11,1,0,0,0,0,0
16827,71,11,1,0,0,0,0,0
16827,72,11,1,0,0,0,0,0
16827,77,11,1,0,0,0,0,0
16827,79,11,1,0,0,0,0,0
16827,80,11,1,0,0,0,0,1
16828,1,11,1,0,0,0,0,0
16828,3,11,1,0,0,0,0,0
16828,4,11,1,0,0,0,0,0
16828,144,11,1,0,0,0,0,0
16828,145,11,1,0,1,0,0,0
16828,146,11,1,0,0,0,0,0
16828,152,11,1,1,0,1,0,0
16828,153,11,1,0,1,0,0,0
16829,62,11,1,0,0,0,0,0
16829,63,11,1,0,0,0,0,0
16829,64,11,1,0,0,0,0,0
16829,204,11,1,1,0,0,0,0
16829,206,11,1,0,0,0,0,0
16829,207,11,1,1,0,0,0,0
16829,208,11,1,0,1,0,0,0
16829,210,11,1,1,0,0,0,0
16830,181,11,1,1,0,1,0,0
16830,182,11,1,0,0,0,0,0
16830,184,11,1,0,0,0,0,0
16830,595,11,1,1,0,0,0,0
16830,597,11,1,1,0,0,0,0
16830,598,11,1,0,0,0,0,0
16830,599,11,1,0,0,0,0,0
16830,600,11,1,1,0,0,0,0
16831,50,11,1,0,0,0,0,0
16831,51,11,1,0,0,0,0,0
16831,52,11,2,0,0,0,0,0
16831,122,11,1,0,0,0,0,0
16831,123,11,1,0,0,0,0,0
16831,125,11,1,0,0,0,0,0
16831,126,11,1,0,0,0,0,0
16832,2,11,1,0,0,0,0,0
16832,13,11,1,0,0,0,0,0
16832,24,11,1,0,0,0,0,0
16832,34,11,1,1,0,0,0,1
16832,44,11,1,0,0,0,0,0
16832,55,11,1,0,0,0,0,0
16832,66,11,1,1,0,0,0,0
16832,77,11,1,0,0,0,0,0
16833,37,11,1,0,0,1,0,0
16833,39,11,1,1,1,0,0,0
16833,40,11,1,0,0,0,0,0
16833,197,11,1,0,0,0,0,0
16833,198,11,1,1,0,0,0,0
16833,199,11,1,1,0,0,0,0
16833,202,11,1,1,0,0,0,0
16833,204,11,1,0,0,0,0,0
16834,98,11,1,1,0,0,0,0
16834,99,11,1,0,0,0,0,0
16834,100,11,1,1,0,0,0,0
16834,207,11,1,0,0,1,0,0
16834,208,11,1,0,0,0,0,0
16834,209,11,1,0,0,0,0,0
16834,210,11,1,0,0,1,0,0
16834,211,11,1,0,0,1,0,0
16835,22,11,1,1,0,0,0,0
16835,23,11,1,0,0,0,0,0
16835,24,11,1,0,0,0,0,0
16835,97,11,1,0,1,0,0,0
16835,98,11,1,1,0,0,0,0
16835,99,11,1,1,0,0,0,0
16835,100,11,1,0,0,0,0,0
16835,102,11,1,1,1,0,0,0
16836,334,11,1,1,0,0,0,0
16836,335,11,1,1,0,1,0,0
16836,336,11,1,0,0,0,0,0
16836,701,11,1,1,0,0,0,0
16836,702,11,1,0,0,0,0,0
16836,703,11,1,0,0,0,0,0
16836,704,11,1,0,0,0,0,0
16836,705,11,1,0,0,0,0,0
16837,29,11,1,0,0,1,0,0
16837,30,11,1,0,0,0,0,0
16837,31,11,1,0,0,1,0,0
16837,32,11,1,0,1,0,1,0
16837,73,11,1,0,0,1,0,0
16837,74,11,1,0,0,1,0,0
16837,75,11,1,1,0,1,0,0
16837,76,11,1,0,0,0,0,0
16841,1,11,1,0,0,1,0,0
16841,2,11,1,1,0,1,0,0
16841,3,11,1,1,0,0,0,0
16841,303,11,1,1,0,0,0,0
16841,307,11,1,0,0,0,0,0
16841,308,11,1,0,0,0,0,0
16841,310,11,1,1,0,0,0,0
16841,311,11,1,0,0,1,0,0
16842,168,11,1,0,0,0,0,0
16842,169,11,1,0,0,0,0,0
16842,367,11,1,0,0,0,0,0
16842,370,11,1,0,0,0,0,0
16842,374,11,1,0,0,0,0,0
16842,383,11,1,0,1,0,0,0
16842,395,11,1,0,0,0,0,0
16843,141,11,1,0,0,0,0,0
16843,142,11,1,1,0,0,0,0
16843,334,11,1,0,0,0,0,0
16843,335,11,1,0,0,0,0,0
16843,336,11,1,0,0,0,0,1
16843,337,11,1,0,1,0,0,0
16843,338,11,1,0,0,1,0,0
16844,378,11,1,1,0,0,0,0
16844,379,11,1,1,1,0,0,0
16844,380,11,1,0,1,0,0,0
16844,759,11,1,1,0,0,0,0
16844,761,11,1,1,1,0,0,0
16844,763,11,1,0,0,0,0,0
16844,766,11,1,0,1,1,0,0
16844,767,11,1,0,0,0,0,0
16845,18,11,1,1,0,0,0,0
16845,19,11,1,1,0,0,0,0
16845,20,11,1,1,0,0,0,0
16845,58,11,1,1,0,0,0,0
16845,61,11,1,1,0,0,0,0
16845,62,11,1,0,0,0,0,0
16845,63,11,1,0,0,0,0,0
16845,65,11,1,0,1,1,0,0
16847,29,11,1,0,0,0,0,0
16847,30,11,1,0,0,0,0,0
16847,31,11,1,0,0,0,0,0
16847,32,11,1,0,1,0,0,1
16847,109,11,1,0,0,0,0,0
16847,110,11,1,0,0,1,0,0
16847,111,11,1,0,0,1,0,0
16847,112,11,1,0,0,1,0,0
16848,101,11,1,0,0,0,0,0
16848,102,11,1,0,0,0,0,0
16848,103,11,1,0,0,0,0,0
16848,104,11,1,0,1,0,0,0
16848,259,11,1,0,0,1,0,0
16848,260,11,1,0,0,0,0,0
16848,261,11,1,1,1,1,1,0
16848,262,11,1,0,0,1,0,0
16849,1,11,1,0,0,0,0,0
16849,18,11,1,0,0,0,0,0
16849,32,11,1,0,0,0,0,0
16849,47,11,1,0,0,0,0,0
16849,64,11,2,0,0,0,0,0
16849,79,11,2,0,0,0,0,0
16849,95,11,1,0,0,0,0,0
16849,125,11,1,0,0,0,0,0
16850,11,11,1,0,0,0,0,0
16850,29,11,1,0,0,0,0,0
16850,61,11,1,0,0,0,0,0
16850,76,11,2,0,0,0,0,0
16850,92,11,1,0,0,0,0,0
16850,109,11,1,0,0,0,0,0
16850,144,11,1,0,0,0,0,0
16850,156,11,1,0,0,0,0,0
16851,2,11,1,0,0,0,0,0
16851,24,11,1,0,0,0,0,0
16851,67,11,2,0,0,0,0,0
16851,90,11,2,0,0,0,0,0
16851,113,11,1,0,0,0,0,0
16851,135,11,1,0,0,0,0,0
16852,10,11,1,0,0,0,0,0
16852,25,11,2,0,0,0,0,0
16852,54,11,1,0,0,0,0,0
16852,84,11,2,0,0,0,0,0
16852,113,11,1,0,0,0,0,0
16852,142,11,2,1,0,0,0,0
16852,156,11,1,0,0,0,0,0
16853,9,11,1,0,1,0,0,0
16853,29,11,1,0,0,0,0,0
16853,38,11,2,0,0,0,0,0
16853,57,11,1,1,1,0,0,0
16853,67,11,2,0,0,0,0,0
16853,77,11,1,0,0,0,0,0
16854,17,11,1,0,0,0,0,0
16854,36,11,1,0,0,0,0,0
16854,56,11,1,0,0,0,0,0
16854,76,11,1,0,0,0,0,0
16854,117,11,1,0,0,0,0,0
16854,135,11,1,0,0,0,0,0
16855,8,11,1,0,0,0,0,0
16855,31,11,1,0,0,0,0,0
16855,53,11,1,0,0,0,0,0
16855,73,11,1,0,0,0,0,0
16855,94,11,1,0,0,0,0,0
16855,114,11,1,0,0,0,0,0
16857,5,11,1,0,0,0,0,0
16857,16,11,1,0,0,0,0,0
16857,35,11,2,0,0,0,0,0
16857,45,11,1,0,0,0,0,0
16857,56,11,1,0,0,0,0,0
16857,66,11,1,0,0,0,0,0
16857,84,11,1,0,0,0,0,0
16857,92,11,2,0,0,0,0,0
16858,6,11,1,0,0,0,0,0
16858,43,11,1,0,0,0,0,0
16858,59,11,1,0,0,0,0,0
16858,78,11,1,0,0,0,0,0
16858,93,11,1,0,0,0,0,0
16858,110,11,1,0,1,0,0,0
16859,15,11,1,0,0,0,0,0
16859,47,11,1,0,0,0,0,0
16859,63,11,1,0,0,0,0,0
16859,79,11,1,0,0,0,0,0
16859,95,11,1,0,0,0,0,0
16859,110,11,1,0,0,0,0,0
16859,142,11,1,0,0,0,0,0
16860,1,11,1,0,0,0,0,0
16860,17,11,1,0,0,0,0,0
16860,49,11,1,0,0,0,0,0
16860,65,11,1,0,0,0,0,0
16860,81,11,1,0,0,0,0,0
16860,97,11,1,0,0,0,0,0
16861,24,11,1,0,0,0,0,0
16861,30,11,1,0,0,0,0,0
16861,38,11,1,0,0,0,0,0
16861,47,11,1,0,0,0,0,0
16861,53,11,1,0,0,0,0,0
16861,65,11,1,0,0,0,0,0
16863,12,11,1,0,0,0,0,0
16863,26,11,1,0,0,0,0,0
16863,39,11,1,0,0,0,0,0
16863,81,11,1,0,0,0,0,0
16863,94,11,2,0,0,0,0,0
16863,107,11,2,0,0,0,0,0
16863,121,11,1,0,0,0,0,0
16863,135,11,1,0,0,0,0,0
16864,3,11,2,0,0,0,0,0
16864,14,11,1,0,0,0,0,0
16864,22,11,1,0,0,0,0,0
16864,27,11,2,0,0,0,0,0
16864,42,11,1,0,0,0,0,0
16864,52,11,2,0,0,0,0,0
16864,61,11,2,0,0,0,0,0
16864,82,11,1,0,0,0,0,0
16865,2,11,1,0,0,0,0,0
16865,21,11,1,0,0,0,0,0
16865,57,11,1,0,0,0,0,0
16865,76,11,1,0,0,0,0,0
16865,94,11,1,0,0,0,0,0
16865,113,11,1,0,0,0,0,0
16866,49,11,1,0,0,0,0,0
16866,84,11,1,0,0,0,0,0
16866,102,11,1,0,0,0,0,0
16866,119,11,1,0,0,0,0,0
16866,136,11,1,0,0,0,0,0
16866,152,11,1,0,0,0,0,0
16866,167,11,1,0,0,0,0,0
16866,182,11,1,0,0,0,0,0
16867,14,11,1,0,0,0,0,0
16867,33,11,1,0,0,0,0,0
16867,49,11,1,0,0,0,0,0
16867,66,11,1,0,0,0,0,0
16867,82,11,2,0,0,0,0,0
16867,97,11,1,0,0,0,0,0
16867,145,11,1,0,0,0,0,0
16867,160,11,1,0,0,0,0,0
16868,8,11,1,0,0,0,0,0
16868,37,11,1,0,0,0,0,0
16868,53,11,1,0,0,0,0,0
16868,64,11,1,0,0,0,0,0
16868,78,11,2,0,0,0,0,0
16868,92,11,1,0,0,0,0,0
16869,15,11,1,0,0,0,0,0
16869,33,11,1,0,0,0,0,0
16869,73,11,1,0,0,0,0,0
16869,92,11,1,0,0,0,0,0
16869,110,11,1,0,0,0,0,0
16869,126,11,1,0,0,0,0,0
16870,1,11,1,0,0,0,0,0
16870,28,11,1,1,0,0,0,0
16870,53,12,1,0,0,0,0,0
16870,53,22,1,0,0,0,0,0
16870,67,11,1,0,0,0,0,0
16870,94,11,1,0,0,0,0,0
16870,106,11,1,0,0,0,0,0
16870,133,11,1,0,0,0,0,0
16871,2,11,1,0,0,0,0,0
16871,15,11,2,0,0,0,0,0
16871,43,11,1,0,0,0,0,0
16871,57,11,1,0,0,0,1,0
16871,71,11,1,0,0,0,0,0
16871,86,11,1,0,0,0,0,0
16871,113,11,1,0,0,0,0,0
16871,128,11,1,0,0,0,0,0
16873,11,11,1,0,0,0,0,0
16873,23,11,1,0,0,0,0,0
16873,47,11,1,0,0,0,0,0
16873,59,11,2,0,0,0,0,0
16873,71,11,1,0,0,0,0,0
16873,83,11,1,0,0,0,0,0
16874,2,11,1,0,0,0,0,0
16874,19,11,1,0,0,0,0,0
16874,35,11,1,0,0,0,0,0
16874,69,11,1,0,0,0,0,0
16874,85,11,1,0,0,0,0,0
16874,102,11,1,0,0,0,0,0
16875,6,11,1,1,0,0,0,0
16875,35,11,1,1,1,0,0,0
16875,46,11,1,0,1,0,0,0
16875,60,11,1,0,0,0,0,0
16875,74,11,1,0,0,0,0,0
16875,88,11,1,0,0,0,0,0
16876,7,11,1,0,0,0,0,0
16876,25,11,2,0,0,0,0,0
16876,44,11,1,0,0,0,0,0
16876,62,11,1,0,0,0,0,0
16876,99,11,1,0,0,0,0,0
16876,173,11,1,0,0,0,0,0
16877,4,11,1,0,0,0,0,0
16877,26,11,1,0,0,0,0,0
16877,38,11,1,0,0,0,0,0
16877,49,11,1,0,0,0,0,0
16877,73,11,1,0,0,0,0,0
16877,82,11,2,0,0,0,0,0
16877,91,11,1,0,0,0,0,0
16877,121,11,1,0,0,0,0,0
16878,4,11,1,0,0,0,0,0
16878,15,11,1,0,0,0,0,0
16878,37,11,1,0,0,0,0,0
16878,48,11,2,0,0,0,0,0
16878,59,11,1,0,0,0,0,0
16878,70,11,1,0,0,0,0,0
16878,92,11,1,0,0,0,0,0
16878,103,11,2,0,0,0,0,0
16879,3,11,1,0,0,0,0,0
16879,16,11,1,0,0,0,0,0
16879,55,11,1,0,0,0,0,0
16879,72,11,1,0,0,0,0,0
16879,89,11,1,0,0,0,0,0
16879,106,11,1,0,0,0,0,0
16880,17,11,1,0,0,0,0,0
16880,34,11,1,0,0,0,0,0
16880,69,11,1,0,0,0,0,0
16880,87,11,1,0,0,0,0,0
16880,104,11,1,0,0,0,0,0
16881,16,11,1,0,0,0,0,0
16881,37,11,1,0,0,0,0,0
16881,80,11,1,0,1,0,0,0
16881,101,11,1,0,0,0,0,0
16881,123,11,1,0,0,0,0,0
16881,144,11,2,0,0,0,0,0
16882,26,11,2,0,0,0,0,0
16882,47,11,1,0,0,0,0,0
16882,67,11,1,0,0,0,0,0
16882,109,11,1,1,0,0,0,0
16882,130,11,2,1,0,0,0,1
16882,150,11,1,0,0,0,0,0
16892,10,11,1,0,0,0,0,0
16892,25,11,1,0,0,0,0,0
16892,54,11,1,0,0,0,0,0
16892,69,11,1,0,0,0,0,0
16892,83,11,1,0,0,0,0,0
16892,98,11,1,0,0,0,0,0
16897,11,11,1,0,0,0,0,0
16897,23,11,1,0,0,0,0,0
16897,35,11,2,0,0,0,0,0
16897,47,11,1,0,0,0,0,0
16897,96,11,1,0,0,0,0,0
16897,120,11,1,0,0,0,0,0
16897,132,11,1,0,0,0,0,0
16898,17,11,2,0,0,0,0,0
16898,24,11,1,0,0,0,0,0
16898,32,11,2,0,0,0,0,0
16898,35,11,1,0,0,0,0,0
16898,68,11,1,0,0,0,0,0
16898,141,11,1,0,0,0,0,0
16899,2,11,1,0,0,0,0,0
16899,10,11,1,0,0,0,0,0
16899,18,11,1,0,0,0,0,0
16899,34,12,2,0,0,0,0,0
16899,34,22,1,0,0,0,0,0
16899,42,11,1,0,0,0,0,0
16899,58,11,1,0,0,0,0,0
16900,1,11,1,0,0,0,0,0
16900,7,11,1,0,0,0,0,0
16900,15,11,1,0,0,0,0,0
16900,30,11,1,0,0,0,0,0
16900,71,11,1,0,0,0,0,0
16900,111,11,1,0,0,0,0,0
16901,16,11,1,0,0,0,0,0
16901,35,11,1,0,0,0,0,0
16901,54,11,1,0,0,0,0,0
16901,91,11,1,0,0,0,0,0
16901,110,11,1,0,0,0,0,0
16901,129,11,1,0,0,0,0,0
16902,16,11,1,0,0,0,0,0
16902,37,11,1,0,0,0,0,0
16902,40,11,1,0,0,0,0,0
16902,47,11,1,0,0,0,0,0
16903,2,11,1,0,0,0,0,0
16903,27,11,1,1,0,0,0,0
16903,37,11,1,1,0,1,0,0
16904,7,11,2,0,0,0,0,0
16904,14,11,1,0,0,0,0,0
16904,31,11,1,0,0,0,0,0
16904,64,11,1,0,0,0,0,0
16904,72,11,2,0,0,0,0,0
16905,10,11,1,0,0,0,0,0
16905,28,11,1,0,0,0,0,0
16905,45,11,1,0,0,0,0,0
16905,63,11,1,0,0,0,0,0
16905,82,11,2,0,0,0,0,0
16905,100,11,1,0,0,0,0,0
16905,118,11,1,0,0,0,0,0
16905,149,11,1,0,0,0,0,0
16906,12,11,1,0,0,0,0,0
16906,27,11,1,0,0,0,0,0
16906,41,11,1,0,0,0,0,0
16906,57,11,1,0,0,0,0,0
16906,84,11,1,0,0,0,0,0
16906,98,11,1,0,0,0,0,0
16907,24,11,2,0,0,0,0,0
16907,50,11,1,1,0,0,0,0
16907,104,11,1,0,0,0,0,0
16907,132,11,1,0,0,0,0,0
16907,156,11,1,0,0,0,0,0
16907,183,11,1,1,0,0,0,0
16908,4,11,2,0,0,0,0,0
16908,16,11,2,0,0,0,0,0
16908,41,11,1,0,0,0,0,0
16908,53,11,1,0,0,0,0,0
16908,67,11,1,0,0,0,0,0
16908,104,11,1,0,0,0,0,0
16909,6,11,1,0,0,0,0,0
16909,23,11,1,1,0,0,0,0
16909,39,11,1,0,0,0,0,0
16909,56,11,1,0,1,0,0,0
16909,73,11,1,0,0,0,0,0
16909,89,11,2,0,0,0,0,0
16910,17,11,1,0,1,0,0,0
16910,60,11,1,0,0,0,0,0
16910,74,11,1,0,0,0,0,0
16910,103,11,1,0,0,0,0,0
16911,6,11,1,0,0,0,0,0
16911,13,11,1,0,0,0,0,0
16911,24,11,1,0,0,0,0,0
16911,34,11,1,0,0,0,0,0
16911,43,11,1,0,0,0,0,0
16911,52,11,1,0,0,0,0,0
16912,1,11,1,0,0,0,0,0
16912,17,11,2,0,0,0,0,0
16912,33,11,2,0,0,0,0,0
16912,65,11,2,0,0,0,0,0
16912,79,11,1,0,0,0,0,0
16912,95,11,1,0,0,0,0,0
16912,125,11,1,0,0,0,0,0
16912,141,11,1,0,0,0,0,0
16913,7,11,1,0,0,0,0,0
16913,22,11,1,0,0,0,0,0
16913,36,11,1,0,0,0,0,0
16913,51,11,1,0,0,0,0,0
16913,66,11,1,0,0,0,0,0
16913,81,11,1,0,0,0,0,0
16913,95,11,2,0,0,0,0,0
16913,139,11,1,0,0,0,0,0
16914,10,11,1,0,0,0,0,0
16914,24,12,1,0,0,0,0,0
16914,24,22,1,0,0,0,0,0
16914,38,11,1,0,0,0,0,0
16914,52,11,1,0,0,0,0,0
16914,66,11,1,0,0,0,0,0
16914,80,11,1,0,0,0,0,0
16914,95,11,1,0,0,0,0,0
16914,121,11,1,0,0,0,0,0
16915,2,11,1,0,0,0,0,0
16915,19,11,2,0,0,0,0,0
16915,32,11,2,0,0,0,0,0
16915,44,11,1,0,0,0,0,0
16915,60,11,1,0,0,0,0,0
16915,69,11,1,0,0,0,0,0
16915,73,11,1,0,0,0,0,0
16916,12,11,1,0,0,0,0,0
16916,29,11,1,0,0,0,0,0
16916,64,11,1,0,0,0,0,0
16916,81,11,1,0,0,0,0,0
16916,98,11,1,0,0,0,0,0
16916,115,11,2,0,0,0,0,0
16917,11,11,1,1,0,1,0,0
16917,44,11,1,0,0,0,0,0
16917,60,11,1,1,0,0,0,0
16917,110,11,1,0,0,0,0,0
16917,126,11,1,0,0,0,0,0
16917,142,11,1,0,0,0,0,0
16918,21,11,2,0,0,0,0,0
16918,34,11,1,0,0,0,0,0
16918,48,11,1,0,0,0,0,0
16918,62,11,1,0,0,0,0,0
16918,76,11,1,0,0,0,0,0
16918,89,11,1,0,0,0,0,0
16918,116,11,1,0,0,0,0,0
16918,130,11,1,0,0,0,0,0
16919,9,11,1,0,0,0,0,0
16919,39,11,1,0,0,0,0,0
16919,53,11,2,0,0,0,0,0
16919,82,11,1,0,0,0,0,0
16919,111,11,1,0,0,0,0,0
16919,125,11,1,0,0,0,0,0
16919,139,11,1,0,0,0,0,0
16919,154,11,1,0,0,0,0,0
16921,9,11,1,0,0,0,0,0
16921,20,11,1,0,0,0,0,0
16921,43,11,1,0,0,0,0,0
16921,54,11,1,0,0,0,0,0
16921,66,11,1,0,0,0,0,0
16921,77,11,1,0,0,0,0,0
16922,49,11,1,0,0,0,0,0
16922,63,11,1,0,0,0,0,0
16922,81,11,1,0,0,0,0,0
16922,98,11,1,0,0,0,0,0
16922,114,11,1,0,0,0,0,0
16922,147,11,1,0,0,0,0,0
16923,12,11,1,0,0,0,0,0
16923,25,11,1,0,0,0,0,0
16923,51,11,1,0,0,0,0,0
16923,64,11,1,0,0,0,0,0
16923,76,11,1,0,0,0,0,0
16923,102,11,1,0,0,0,0,0
16924,7,11,1,0,0,0,0,0
16924,11,11,1,1,0,1,0,0
16924,16,11,1,0,0,0,0,0
16924,20,11,1,1,0,0,0,0
16924,25,11,1,1,1,0,0,0
16924,34,11,1,1,0,0,0,0
16925,7,11,2,0,0,0,0,0
16925,14,11,2,0,0,0,0,0
16925,29,11,2,0,0,0,0,0
16925,41,11,2,0,0,0,0,0
16925,49,11,2,0,0,0,0,0
16925,72,11,1,0,0,0,0,0
16926,7,11,1,0,0,0,0,0
16926,24,11,1,0,0,0,0,0
16926,42,11,1,0,0,0,0,0
16926,59,11,1,0,0,0,0,0
16926,76,11,1,0,0,0,0,0
16926,93,11,2,0,0,0,0,0
16926,111,11,1,0,0,0,0,0
16926,144,11,1,0,0,0,0,0
16927,5,11,1,0,0,0,0,0
16927,36,12,2,0,0,0,0,0
16927,36,22,1,0,0,0,0,0
16927,52,11,1,0,0,0,0,0
16927,68,11,1,0,0,0,0,0
16927,83,11,1,0,0,0,0,0
16927,101,11,1,0,0,0,0,0
16928,14,11,1,0,0,0,0,0
16928,30,11,1,0,0,0,0,0
16928,61,11,1,0,0,0,0,0
16928,77,11,1,0,0,0,0,0
16928,91,11,1,0,0,0,0,0
16928,110,11,1,0,0,0,0,0
16928,125,11,1,0,0,0,0,0
16928,157,11,1,0,0,0,0,0
16929,6,11,1,0,0,0,0,0
16929,21,11,1,0,0,0,0,0
16929,46,11,1,0,0,0,0,0
16929,60,11,1,0,0,0,0,0
16929,75,11,1,0,0,0,0,0
16929,90,12,1,0,0,0,0,0
16929,90,22,1,0,0,0,0,0
16930,12,11,1,0,0,0,0,0
16930,27,11,1,0,0,0,0,0
16930,42,11,1,0,0,0,0,0
16930,58,11,1,0,0,0,0,0
16930,73,11,1,0,0,0,0,0
16930,88,11,1,0,0,0,0,0
16932,16,11,1,0,0,0,0,0
16932,32,11,1,0,0,0,0,0
16932,51,11,1,0,0,0,0,0
16932,87,11,1,0,0,0,0,0
16932,106,11,1,0,0,0,0,0
16932,124,11,2,0,0,0,0,0
16933,7,11,1,0,0,0,0,0
16933,27,11,1,0,0,0,0,0
16933,69,11,1,0,0,0,0,0
16933,90,11,1,0,0,0,0,0
16933,112,11,1,0,0,0,0,0
16933,133,11,1,0,0,0,0,0
16934,7,11,1,0,0,0,0,0
16934,22,11,1,0,0,0,0,0
16934,36,11,1,0,0,0,0,0
16934,51,11,1,0,0,0,0,0
16934,80,11,1,0,0,0,0,0
16934,95,12,1,0,0,0,0,0
16934,95,22,1,0,0,0,0,0
16935,11,11,2,0,0,0,0,0
16935,37,11,2,0,0,0,0,0
16935,51,11,1,0,0,0,0,0
16935,64,11,1,0,0,0,0,0
16935,74,11,1,0,0,0,0,0
16935,86,11,1,0,0,0,0,0
16936,25,11,1,0,0,0,0,0
16936,43,11,1,0,0,0,0,0
16936,60,11,1,0,0,0,0,0
16936,77,11,1,0,0,0,0,0
16936,95,11,1,0,0,0,0,0
16936,112,11,1,0,0,0,0,0
16937,16,11,1,0,0,0,0,0
16937,35,11,1,0,0,0,0,0
16937,69,11,1,0,0,0,0,0
16937,99,11,1,0,0,0,0,0
16937,114,11,1,0,0,0,0,0
16937,129,12,1,0,0,0,0,0
16937,129,22,1,0,0,0,0,0
16938,13,11,1,0,0,0,0,0
16938,25,11,1,0,0,0,0,0
16938,45,11,1,0,0,0,0,0
16938,55,11,1,0,0,0,0,0
16938,66,11,1,0,0,0,0,0
16938,77,11,1,0,0,0,0,0
16939,28,11,1,0,0,0,0,0
16939,53,11,1,0,0,0,0,0
16939,78,11,1,0,0,0,0,0
16939,103,11,1,0,0,0,0,0
16939,154,11,1,0,0,0,0,0
16939,180,11,2,0,0,0,0,0
16940,10,12,1,0,0,0,0,0
16940,10,22,1,0,0,0,0,0
16940,51,11,1,0,0,0,0,0
16940,69,11,1,0,0,0,0,0
16940,107,11,1,0,0,0,0,0
16940,120,11,1,0,0,0,0,0
16940,140,11,1,0,0,0,0,0
16941,25,11,1,1,0,0,0,0
16941,45,11,1,1,0,0,0,0
16941,103,11,1,1,0,0,0,0
16941,123,11,1,1,0,0,0,0
16942,3,11,1,0,0,0,0,0
16942,13,11,1,0,0,0,0,0
16942,26,11,1,0,0,0,0,0
16942,47,11,1,0,0,0,0,0
16942,78,11,1,0,0,0,0,0
16942,89,11,1,0,1,0,0,1
16943,7,11,1,0,0,0,0,0
16943,45,11,1,0,0,0,0,0
16943,65,11,1,0,0,0,0,0
16943,84,11,2,0,0,0,0,0
16943,104,11,2,0,0,0,0,0
16943,122,11,1,0,0,0,0,0
16944,6,11,1,0,0,0,0,0
16944,26,11,1,0,0,0,0,0
16944,60,11,1,0,0,0,0,0
16944,77,11,1,0,0,0,0,0
16944,94,11,1,0,0,0,0,0
16944,111,11,2,0,0,0,0,0
16945,13,11,1,0,0,0,0,0
16945,41,11,1,0,0,0,0,0
16945,54,11,1,0,0,0,0,0
16945,79,11,1,0,0,0,0,0
16945,93,11,1,0,0,0,0,0
16945,105,11,1,0,0,0,0,0
16946,7,11,1,0,0,0,0,0
16946,42,11,1,0,1,0,0,0
16946,78,11,2,0,0,0,0,0
16946,95,11,1,0,0,0,0,0
16946,113,11,1,0,0,0,0,0
16946,131,11,1,0,0,0,0,0
16947,7,11,1,0,0,0,0,0
16947,29,11,1,0,0,0,0,0
16947,74,11,1,1,0,0,0,0
16947,96,11,1,0,0,0,0,0
16947,116,11,1,0,1,0,0,0
16947,136,11,1,0,0,0,0,0
16948,1,11,1,1,0,0,0,0
16948,22,11,1,0,0,0,0,0
16948,44,11,1,0,0,0,0,0
16948,61,11,1,0,0,0,0,0
16948,80,11,1,0,0,0,0,0
16948,117,11,1,0,0,0,0,0
16949,35,11,1,0,0,0,0,0
16949,54,11,1,0,0,0,0,0
16949,74,11,2,0,1,0,0,0
16949,94,11,1,0,0,0,0,0
16949,133,11,1,0,0,0,0,0
16950,16,11,1,0,0,0,0,0
16950,36,11,1,1,0,0,0,0
16950,75,11,1,0,0,0,0,0
16950,93,11,1,0,0,0,0,0
16950,114,11,1,0,0,0,0,0
16951,24,11,1,1,0,0,0,0
16951,40,11,1,0,0,0,0,0
16951,54,11,1,1,0,0,0,0
16951,71,11,1,0,0,0,0,0
16951,85,11,1,0,0,0,0,0
16951,102,11,1,0,0,0,0,0
16952,26,11,1,0,0,0,0,0
16952,38,11,1,0,0,0,0,0
16952,52,11,1,0,0,0,0,0
16952,66,11,1,0,0,0,0,0
16952,93,11,1,0,0,0,0,0
16952,106,11,1,0,0,0,0,0
16953,4,11,1,0,0,0,0,0
16953,47,11,1,0,0,0,0,0
16953,61,11,1,0,0,0,0,0
16953,76,11,1,0,0,0,0,0
16953,90,11,1,0,0,0,0,0
16954,12,11,1,0,0,1,0,0
16954,21,11,1,1,0,0,0,0
16954,27,11,1,0,0,0,0,0
16954,33,11,1,1,1,0,0,0
