conglome,vivienda,hogar,mieperho,percepho,pobreza,gashog2d,inghog2d,ubigeo,dependientes,ingreso_prom_perceptor,diferencia_ingreso_gasto,pobreza_etiqueta,pobreza_binaria,result,nbi1,nbi2,nbi3,nbi4,nbi5
18595,105,11,4,3,3,23793.1796875,24267.51171875,160113,1,674.0975477430555,474.33203125,not poor,not poor,1,0,0,1,0,0
18595,137,11,6,4,3,48651.609375,51267.328125,160113,2,1068.0693359375,2615.71875,not poor,not poor,1,1,0,1,0,0
18630,11,11,1,1,3,12823.7763671875,12602.16015625,160112,0,1050.1800130208333,-221.6162109375,not poor,not poor,1,0,0,1,0,0
18630,42,11,3,2,3,19392.8359375,39371.1484375,160112,1,1640.4645182291667,19978.3125,not poor,not poor,1,1,0,1,0,0
18630,75,11,3,2,3,39762.7890625,60627.10546875,160112,1,2526.12939453125,20864.31640625,not poor,not poor,1,0,0,1,0,0
18630,106,11,2,2,3,25861.796875,35949.1328125,160112,0,1497.8805338541667,10087.3359375,not poor,not poor,1,1,0,1,0,0
18638,4,11,1,1,3,5901.609375,6924.89306640625,160112,0,577.0744222005209,1023.28369140625,not poor,not poor,1,1,0,0,0,0
18638,15,11,2,2,3,48314.03515625,25090.142578125,160112,0,1045.422607421875,-23223.892578125,not poor,not poor,1,0,0,0,0,0
18638,35,11,6,6,3,41005.09375,49440.03125,160112,0,686.6671006944445,8434.9375,not poor,not poor,1,1,0,1,0,0
18638,46,11,4,3,3,33563.69140625,89985.0703125,160112,1,2499.5852864583335,56421.37890625,not poor,not poor,2,0,0,0,0,0
18638,56,11,2,1,3,21378.1484375,20902.0,160112,1,1741.8333333333333,-476.1484375,not poor,not poor,1,0,0,0,0,0
18638,67,11,8,3,3,37518.69140625,39949.08984375,160112,5,1109.6969401041667,2430.3984375,not poor,not poor,1,1,0,1,0,0
18649,2,13,3,2,3,34871.84765625,31872.7734375,160101,1,1328.0322265625,-2999.07421875,not poor,not poor,1,0,0,0,0,0
18649,2,23,4,3,3,44331.62109375,38909.2890625,160101,1,1080.8135850694443,-5422.33203125,not poor,not poor,1,0,0,0,0,0
18649,2,33,1,1,3,22313.83984375,29970.642578125,160101,0,2497.5535481770835,7656.802734375,not poor,not poor,1,0,0,0,0,0
18649,15,12,4,4,3,52384.00390625,57338.3046875,160101,0,1194.5480143229167,4954.30078125,not poor,not poor,2,0,0,0,0,0
18649,41,11,3,3,3,46549.49609375,38786.7109375,160101,0,1077.4086371527778,-7762.78515625,not poor,not poor,1,0,0,0,0,0
18649,54,11,5,1,3,35483.35546875,34980.87109375,160101,4,2915.0725911458335,-502.484375,not poor,not poor,1,0,0,0,0,0
18649,67,11,8,5,3,40600.55078125,54376.625,160101,3,906.2770833333333,13776.07421875,not poor,not poor,1,0,0,0,0,0
18649,80,11,3,2,3,44056.8828125,60536.65625,160101,1,2522.3606770833335,16479.7734375,not poor,not poor,1,0,0,0,0,0
18649,105,11,2,1,3,42030.15625,28868.984375,160101,1,2405.7486979166665,-13161.171875,not poor,not poor,1,0,0,0,0,0
18649,120,11,7,5,3,103097.6953125,92015.6640625,160101,2,1533.5944010416667,-11082.03125,not poor,not poor,1,0,0,0,0,0
18658,15,11,6,4,3,51844.3359375,75777.2734375,160601,2,1578.6931966145833,23932.9375,not poor,not poor,1,0,0,0,0,0
18658,48,11,5,2,3,28372.0546875,6510.90673828125,160601,3,271.28778076171875,-21861.14794921875,not poor,not poor,1,0,0,0,0,0
18658,71,11,4,2,2,12801.048828125,35450.34375,160601,2,1477.09765625,22649.294921875,not extreme poor,poor,2,0,0,1,0,0
18658,82,11,6,4,3,38912.6796875,36848.7890625,160601,2,767.68310546875,-2063.890625,not poor,not poor,1,0,0,0,0,0
18658,90,11,4,2,2,16030.2822265625,25175.20703125,160601,2,1048.9669596354167,9144.9248046875,not extreme poor,poor,2,1,0,0,0,0
18658,97,11,4,3,3,27149.521484375,24086.95703125,160601,1,669.0821397569445,-3062.564453125,not poor,not poor,2,0,0,0,0,0
18671,10,11,8,5,3,41303.80078125,59833.91796875,160601,3,997.2319661458333,18530.1171875,not poor,not poor,2,0,0,0,0,0
18671,23,11,2,2,3,9745.7021484375,9881.0986328125,160601,0,411.7124430338542,135.396484375,not poor,not poor,1,0,0,0,0,0
18671,50,11,6,6,2,21481.3125,27626.42578125,160601,0,383.7003580729167,6145.11328125,not extreme poor,poor,1,0,0,1,0,0
18671,63,11,10,7,2,29289.20703125,60279.91015625,160601,3,717.6179780505952,30990.703125,not extreme poor,poor,2,0,0,0,0,0
18671,78,11,2,2,3,41427.89453125,33289.56640625,160601,0,1387.0652669270833,-8138.328125,not poor,not poor,1,0,0,1,0,0
18671,90,11,2,1,3,12361.251953125,14698.9970703125,160601,1,1224.9164225260417,2337.7451171875,not poor,not poor,1,1,0,0,0,0
18678,2,11,4,2,3,20672.03125,18944.52734375,160501,2,789.3553059895834,-1727.50390625,not poor,not poor,1,0,0,1,0,0
18678,21,11,4,3,3,22900.18359375,26338.060546875,160501,1,731.61279296875,3437.876953125,not poor,not poor,1,0,0,0,0,0
18678,61,11,6,3,3,39155.40625,39497.61328125,160501,3,1097.1559244791667,342.20703125,not poor,not poor,1,1,0,0,0,0
18678,79,11,9,4,2,38061.9921875,27173.400390625,160501,5,566.1125081380209,-10888.591796875,not extreme poor,poor,1,0,0,0,0,0
18678,98,11,1,1,3,10630.8154296875,10815.6787109375,160501,0,901.3065592447916,184.86328125,not poor,not poor,1,1,0,0,0,0
18678,117,11,7,5,3,43906.53125,30544.625,160501,2,509.07708333333335,-13361.90625,not poor,not poor,1,1,1,0,0,1
18697,15,11,3,1,3,44451.6640625,30192.787109375,160501,2,2516.0655924479165,-14258.876953125,not poor,not poor,1,0,0,1,0,0
18697,32,11,2,2,3,24524.8203125,47305.91015625,160501,0,1971.07958984375,22781.08984375,not poor,not poor,1,0,0,1,0,0
18697,50,11,7,3,2,29587.7734375,36941.45703125,160501,4,1026.151584201389,7353.68359375,not extreme poor,poor,1,0,0,1,0,0
18697,67,11,6,2,3,28416.916015625,14668.248046875,160501,4,611.177001953125,-13748.66796875,not poor,not poor,1,0,0,0,0,0
18697,85,11,2,2,3,11488.6162109375,9362.609375,160501,0,390.1087239583333,-2126.0068359375,not poor,not poor,1,1,0,0,0,0
18708,2,11,4,2,3,29738.296875,37228.08203125,160201,2,1551.1700846354167,7489.78515625,not poor,not poor,1,0,0,0,0,0
18708,22,11,8,4,2,21650.310546875,31850.41796875,160201,4,663.5503743489584,10200.107421875,not extreme poor,poor,1,0,0,0,0,0
18708,42,11,4,2,3,25491.9765625,26959.931640625,160201,2,1123.3304850260417,1467.955078125,not poor,not poor,1,0,0,0,0,0
18708,103,11,4,1,3,31158.953125,80257.1640625,160201,3,6688.097005208333,49098.2109375,not poor,not poor,1,0,0,0,0,0
18708,123,11,5,2,3,42470.51953125,66664.421875,160201,3,2777.6842447916665,24193.90234375,not poor,not poor,1,0,0,0,0,0
18708,143,11,3,1,3,24673.9609375,40935.59375,160201,2,3411.2994791666665,16261.6328125,not poor,not poor,1,0,0,0,0,0
18717,77,11,4,4,3,27081.75,34661.0234375,160201,0,722.1046549479166,7579.2734375,not poor,not poor,1,0,0,0,0,0
18717,78,11,6,3,2,13861.865234375,20127.0390625,160201,3,559.0844184027778,6265.173828125,not extreme poor,poor,1,1,0,0,1,0
18717,80,11,4,2,3,20836.609375,14035.5849609375,160201,2,584.8160400390625,-6801.0244140625,not poor,not poor,1,0,1,0,0,0
18717,160,11,4,1,2,11427.8798828125,7558.19580078125,160201,3,629.8496500651041,-3869.68408203125,not extreme poor,poor,1,0,1,0,0,0
18717,161,11,5,2,2,17738.90234375,17111.927734375,160201,3,712.9969889322916,-626.974609375,not extreme poor,poor,1,0,1,0,0,0
18717,163,11,5,2,3,23141.205078125,16899.408203125,160201,3,704.1420084635416,-6241.796875,not poor,not poor,1,1,0,0,0,0
18717,164,11,4,1,2,10131.2470703125,12519.1494140625,160201,3,1043.262451171875,2387.90234375,not extreme poor,poor,1,0,0,0,0,0
18717,166,11,5,2,1,10445.8818359375,9213.8671875,160201,3,383.9111328125,-1232.0146484375,extreme poor,poor,1,0,0,0,0,0
18737,5,11,7,3,3,34075.37109375,29239.44140625,160113,4,812.2067057291666,-4835.9296875,not poor,not poor,2,0,1,1,0,0
18737,6,11,3,2,3,20475.759765625,38035.8359375,160113,1,1584.8264973958333,17560.076171875,not poor,not poor,1,0,0,0,0,0
18737,7,11,3,2,3,22083.44140625,30977.95703125,160113,1,1290.7482096354167,8894.515625,not poor,not poor,1,1,0,0,0,0
18737,239,11,4,2,3,29045.6875,20255.93359375,160113,2,843.9972330729166,-8789.75390625,not poor,not poor,1,0,0,1,0,0
18737,240,11,5,2,3,21310.806640625,26518.462890625,160113,3,1104.9359537760417,5207.65625,not poor,not poor,1,1,0,1,0,0
18737,241,11,4,3,3,25309.744140625,37361.03515625,160113,1,1037.8065321180557,12051.291015625,not poor,not poor,1,1,0,1,0,0
18737,242,11,4,2,3,19881.05859375,17792.8125,160113,2,741.3671875,-2088.24609375,not poor,not poor,1,1,0,1,0,0
18737,243,11,3,3,3,27112.82421875,28035.375,160113,0,778.7604166666666,922.55078125,not poor,not poor,1,1,0,1,0,0
18738,66,11,3,2,3,12389.9013671875,11274.5361328125,160605,1,469.7723388671875,-1115.365234375,not poor,not poor,1,0,0,1,0,0
18738,68,11,2,2,3,33950.46484375,51548.93359375,160605,0,2147.8722330729165,17598.46875,not poor,not poor,1,0,0,0,0,0
18738,210,11,4,3,2,12840.1591796875,16438.23828125,160605,1,456.61773003472223,3598.0791015625,not extreme poor,poor,2,0,0,0,0,0
18738,211,11,6,1,2,14522.4541015625,3230.14916992188,160605,5,269.17909749349,-11292.30493164062,not extreme poor,poor,1,0,0,1,0,1
18738,212,11,5,2,2,15924.1923828125,15633.6435546875,160605,3,651.4018147786459,-290.548828125,not extreme poor,poor,1,0,0,1,0,0
18738,215,11,3,1,3,11246.0615234375,10055.2548828125,160605,2,837.9379069010416,-1190.806640625,not poor,not poor,1,1,0,1,0,0
18738,216,11,4,2,3,23885.779296875,9331.3818359375,160605,2,388.8075764973958,-14554.3974609375,not poor,not poor,1,0,0,0,0,0
18757,125,11,8,2,3,30796.2734375,35166.7265625,160706,6,1465.2802734375,4370.453125,not poor,not poor,2,0,0,0,0,0
18757,126,11,10,2,1,12015.26171875,8791.935546875,160706,8,366.3306477864583,-3223.326171875,extreme poor,poor,1,1,1,1,0,0
18757,127,11,8,2,1,12258.17578125,16228.4599609375,160706,6,676.1858317057291,3970.2841796875,extreme poor,poor,1,1,1,1,0,0
18757,128,11,4,2,3,20597.41796875,29410.537109375,160706,2,1225.4390462239583,8813.119140625,not poor,not poor,2,1,1,1,0,0
18757,181,11,4,2,3,23477.712890625,39627.2734375,160706,2,1651.1363932291667,16149.560546875,not poor,not poor,1,1,0,0,0,0
18757,182,11,2,1,3,17389.9765625,5791.19580078125,160706,1,482.5996500651042,-11598.78076171875,not poor,not poor,1,1,0,1,0,0
18757,183,11,2,1,3,9642.4013671875,20077.810546875,160706,1,1673.15087890625,10435.4091796875,not poor,not poor,1,1,0,1,0,0
18757,184,11,8,2,2,22068.052734375,12687.623046875,160706,6,528.6509602864584,-9380.4296875,not extreme poor,poor,1,1,1,0,0,0
18793,16,11,3,2,3,20439.3359375,51899.5078125,170101,1,2162.4794921875,31460.171875,not poor,not poor,1,0,0,0,0,0
18793,66,11,2,2,3,28965.34765625,41781.6953125,170101,0,1740.9039713541667,12816.34765625,not poor,not poor,1,0,0,0,0,0
18793,115,11,6,3,2,20936.767578125,32494.390625,170101,3,902.6219618055555,11557.623046875,not extreme poor,poor,1,0,1,0,0,0
18793,140,11,6,1,3,51531.14453125,33282.82421875,170101,5,2773.5686848958335,-18248.3203125,not poor,not poor,1,0,0,0,0,0
18829,47,11,3,2,3,62284.671875,67013.3359375,170101,1,2792.2223307291665,4728.6640625,not poor,not poor,1,0,0,0,0,0
18829,59,11,1,1,3,26823.775390625,25451.119140625,170101,0,2120.9265950520835,-1372.65625,not poor,not poor,1,0,0,0,0,0
18829,70,11,4,3,3,63267.203125,52659.25390625,170101,1,1462.757052951389,-10607.94921875,not poor,not poor,1,0,1,0,0,0
18829,84,11,2,1,3,56320.26953125,153707.375,170101,1,12808.947916666666,97387.10546875,not poor,not poor,1,0,0,0,0,0
18829,93,11,4,2,3,38434.7890625,67595.125,170101,2,2816.4635416666665,29160.3359375,not poor,not poor,1,0,0,0,0,0
18829,105,11,3,1,3,32849.34375,16130.22265625,170101,2,1344.1852213541667,-16719.12109375,not poor,not poor,1,0,0,0,0,0
18829,116,11,1,1,3,8424.8466796875,4934.08740234375,170101,0,411.1739501953125,-3490.75927734375,not poor,not poor,1,1,0,0,0,0
18839,7,11,3,1,3,18113.091796875,15111.3349609375,170302,2,1259.2779134114583,-3001.7568359375,not poor,not poor,1,0,0,0,0,0
18839,23,11,1,1,1,2388.98583984375,4140.83203125,170302,0,345.0693359375,1751.84619140625,extreme poor,poor,1,1,0,0,0,0
18839,39,11,5,4,2,22663.822265625,28898.916015625,170302,1,602.0607503255209,6235.09375,not extreme poor,poor,1,0,0,0,0,0
18839,70,11,4,3,2,11442.66015625,15501.892578125,170302,1,430.6081271701389,4059.232421875,not extreme poor,poor,1,1,0,0,0,0
18839,83,11,4,2,3,21262.53125,20574.47265625,170302,2,857.2696940104166,-688.05859375,not poor,not poor,1,1,0,0,0,0
18839,98,11,3,2,3,36772.4375,37825.29296875,170302,1,1576.0538736979167,1052.85546875,not poor,not poor,1,0,0,0,0,0
18849,19,11,2,1,3,29658.677734375,26261.8671875,170103,1,2188.4889322916665,-3396.810546875,not poor,not poor,1,0,0,0,0,0
18849,50,11,1,1,3,34070.58203125,69955.609375,170103,0,5829.634114583333,35885.02734375,not poor,not poor,1,1,0,0,0,0
18849,95,11,8,4,3,85550.484375,70776.3125,170103,4,1474.5065104166667,-14774.171875,not poor,not poor,1,0,0,0,0,0
18849,111,11,4,2,3,90150.6796875,186792.53125,170103,2,7783.022135416667,96641.8515625,not poor,not poor,2,0,0,0,0,0
18849,126,12,4,1,3,22092.021484375,44529.07421875,170103,3,3710.7561848958335,22437.052734375,not poor,not poor,1,0,0,0,0,0
18849,126,22,3,2,3,44903.19140625,41588.1796875,170103,1,1732.8408203125,-3315.01171875,not poor,not poor,1,0,0,0,0,0
18866,53,11,1,1,3,15446.4462890625,11897.564453125,170102,0,991.4637044270834,-3548.8818359375,not poor,not poor,1,0,0,0,0,0
18866,55,11,3,2,3,28263.654296875,61900.24609375,170102,1,2579.1769205729165,33636.591796875,not poor,not poor,1,0,0,0,0,0
18866,56,11,5,2,3,31758.6328125,42898.875,170102,3,1787.453125,11140.2421875,not poor,not poor,1,0,0,0,0,0
18866,169,11,3,2,3,24239.630859375,18568.5703125,170102,1,773.6904296875,-5671.060546875,not poor,not poor,1,0,0,0,0,0
18866,171,11,1,1,3,13401.126953125,13589.0615234375,170102,0,1132.4217936197917,187.9345703125,not poor,not poor,1,0,0,0,0,0
18866,172,11,7,2,3,34229.51953125,33827.87109375,170102,5,1409.49462890625,-401.6484375,not poor,not poor,1,0,1,0,0,0
18866,179,11,2,2,3,19148.578125,69762.0078125,170102,0,2906.7503255208335,50613.4296875,not poor,not poor,1,0,0,0,0,0
18866,182,11,6,1,2,14865.4794921875,21595.7734375,170102,5,1799.6477864583333,6730.2939453125,not extreme poor,poor,1,0,0,0,0,0
18881,19,11,9,4,3,67676.3125,129633.59375,170203,5,2700.6998697916665,61957.28125,not poor,not poor,1,0,1,1,0,0
18881,131,11,3,1,3,11085.3798828125,7034.03564453125,170203,2,586.1696370442709,-4051.34423828125,not poor,not poor,1,0,0,0,0,0
18881,133,11,3,1,3,31934.78515625,29064.0,170203,2,2422.0,-2870.78515625,not poor,not poor,1,0,0,0,0,0
18881,134,11,3,2,3,34059.81640625,44987.1015625,170203,1,1874.4625651041667,10927.28515625,not poor,not poor,1,0,0,0,0,0
18881,135,11,4,1,3,23302.39453125,15314.119140625,170203,3,1276.1765950520833,-7988.275390625,not poor,not poor,1,0,1,0,0,0
18881,136,11,2,2,3,46201.69140625,9211.099609375,170203,0,383.7958170572917,-36990.591796875,not poor,not poor,1,0,0,0,0,0
18881,138,11,1,1,3,10550.0009765625,16322.8779296875,170203,0,1360.2398274739583,5772.876953125,not poor,not poor,1,0,0,1,0,0
18881,140,11,3,1,3,16311.3349609375,36341.0,170203,2,3028.4166666666665,20029.6650390625,not poor,not poor,1,0,0,0,0,0
18898,4,11,4,4,3,74557.6953125,119828.859375,180101,0,2496.4345703125,45271.1640625,not poor,not poor,1,0,0,0,0,0
18898,37,11,3,2,3,38710.56640625,41392.0,180101,1,1724.6666666666667,2681.43359375,not poor,not poor,1,0,0,0,0,0
18898,59,11,4,2,3,124482.4765625,140325.0,180101,2,5846.875,15842.5234375,not poor,not poor,1,0,0,0,0,0
18898,70,11,1,1,3,47246.36328125,50311.92578125,180101,0,4192.660481770833,3065.5625,not poor,not poor,1,0,0,0,0,0
18898,81,11,4,3,3,59737.85546875,64697.1328125,180101,1,1797.142578125,4959.27734375,not poor,not poor,2,0,0,0,0,0
18934,33,11,4,1,2,13329.63671875,9960.2880859375,180101,3,830.0240071614584,-3369.3486328125,not extreme poor,poor,1,0,1,0,0,0
18934,47,11,2,2,2,7297.7099609375,10926.25,180101,0,455.2604166666667,3628.5400390625,not extreme poor,poor,1,0,0,0,0,0
18934,61,11,4,2,3,35319.984375,37791.20703125,180101,2,1574.6336263020833,2471.22265625,not poor,not poor,2,0,0,0,0,0
18934,74,11,1,1,3,11585.6962890625,11981.20703125,180101,0,998.4339192708334,395.5107421875,not poor,not poor,2,0,0,0,0,0
18934,88,11,3,2,3,32017.171875,36243.31640625,180101,1,1510.13818359375,4226.14453125,not poor,not poor,1,0,0,0,0,0
18934,103,11,1,1,3,25721.4453125,33024.51953125,180101,0,2752.0432942708335,7303.07421875,not poor,not poor,1,0,0,0,0,0
18935,4,11,4,2,3,81074.8984375,90663.1015625,180101,2,3777.6292317708335,9588.203125,not poor,not poor,1,0,0,0,0,0
18935,36,11,3,1,3,46834.3828125,45777.91796875,180101,2,3814.8264973958335,-1056.46484375,not poor,not poor,1,0,0,0,0,0
18935,68,11,2,2,3,22258.66015625,40373.04296875,180101,0,1682.2101236979167,18114.3828125,not poor,not poor,2,0,0,0,0,0
18935,101,12,4,2,3,38132.3984375,135784.9375,180101,2,5657.705729166667,97652.5390625,not poor,not poor,1,0,0,0,0,0
18935,101,22,5,1,3,27661.103515625,31143.623046875,180101,4,2595.3019205729165,3482.51953125,not poor,not poor,1,0,0,0,0,0
18935,117,11,1,1,3,30325.478515625,30951.55078125,180101,0,2579.2958984375,626.072265625,not poor,not poor,1,0,0,0,0,0
18935,133,11,1,1,3,20341.216796875,16154.0205078125,180101,0,1346.1683756510417,-4187.1962890625,not poor,not poor,1,0,0,0,0,0
18935,149,11,1,1,3,35445.32421875,24268.544921875,180101,0,2022.3787434895833,-11176.779296875,not poor,not poor,2,0,0,0,0,0
18935,165,11,2,2,3,12650.4052734375,11272.6357421875,180101,0,469.6931559244792,-1377.76953125,not poor,not poor,1,0,0,0,0,0
18941,3,11,3,2,3,26164.724609375,29989.81640625,180101,1,1249.57568359375,3825.091796875,not poor,not poor,1,0,0,0,0,0
18941,16,11,4,3,3,206081.546875,217574.8125,180101,1,6043.744791666667,11493.265625,not poor,not poor,1,0,0,0,0,0
18941,26,11,4,3,3,46813.12890625,56331.1796875,180101,1,1564.7549913194443,9518.05078125,not poor,not poor,1,0,0,0,0,0
18941,39,11,2,1,3,21169.626953125,24284.103515625,180101,1,2023.67529296875,3114.4765625,not poor,not poor,1,0,0,0,0,0
18941,74,11,3,2,3,30967.50390625,42044.46484375,180101,1,1751.8527018229167,11076.9609375,not poor,not poor,1,1,0,1,0,0
18941,85,11,1,1,3,16139.51171875,21666.072265625,180101,0,1805.5060221354167,5526.560546875,not poor,not poor,1,1,0,1,0,0
18950,10,11,1,1,3,31548.861328125,55835.375,180301,0,4652.947916666667,24286.513671875,not poor,not poor,1,0,0,0,0,0
18950,25,11,3,2,3,23780.10546875,35617.59765625,180301,1,1484.0665690104167,11837.4921875,not poor,not poor,2,0,0,0,0,0
18950,56,11,6,2,3,36077.390625,57646.43359375,180301,4,2401.9347330729165,21569.04296875,not poor,not poor,1,0,0,0,0,0
18950,71,11,1,1,3,20310.494140625,84231.0078125,180301,0,7019.250651041667,63920.513671875,not poor,not poor,1,0,0,0,0,0
18950,87,11,5,2,3,33827.6015625,22762.34375,180301,3,948.4309895833334,-11065.2578125,not poor,not poor,1,0,0,0,0,0
18950,102,11,5,4,3,87340.8125,74710.984375,180301,1,1556.4788411458333,-12629.828125,not poor,not poor,1,0,0,0,0,0
18953,32,11,1,1,3,19761.662109375,35094.796875,180303,0,2924.56640625,15333.134765625,not poor,not poor,1,0,0,0,0,0
18953,50,11,3,3,3,129330.5859375,133215.609375,180303,0,3700.43359375,3885.0234375,not poor,not poor,1,0,0,0,0,0
18953,68,11,4,2,3,81649.015625,180321.359375,180303,2,7513.389973958333,98672.34375,not poor,not poor,1,0,0,0,0,0
18953,86,11,2,1,3,93531.4375,310253.46875,180303,1,25854.455729166668,216722.03125,not poor,not poor,1,0,0,0,0,0
18953,103,11,2,2,3,97507.953125,100050.578125,180303,0,4168.774088541667,2542.625,not poor,not poor,1,0,0,0,0,0
18953,139,11,2,2,3,80411.6953125,305874.34375,180303,0,12744.764322916666,225462.6484375,not poor,not poor,1,0,0,0,0,0
18967,6,11,4,2,3,29502.486328125,83073.578125,180301,2,3461.3990885416665,53571.091796875,not poor,not poor,1,0,0,0,0,0
18967,22,11,1,1,3,12873.158203125,11336.75390625,180301,0,944.7294921875,-1536.404296875,not poor,not poor,1,0,0,0,0,0
18967,68,11,3,3,3,160887.65625,281705.15625,180301,0,7825.143229166667,120817.5,not poor,not poor,1,0,0,0,0,0
18967,84,11,2,1,3,24858.966796875,46631.0,180301,1,3885.9166666666665,21772.033203125,not poor,not poor,1,0,0,0,0,0
18967,99,11,2,2,3,35973.1796875,48823.2734375,180301,0,2034.3030598958333,12850.09375,not poor,not poor,1,0,0,0,0,0
18980,26,11,1,1,3,40709.0703125,39247.5390625,180301,0,3270.6282552083335,-1461.53125,not poor,not poor,1,0,0,0,0,0
18980,83,11,3,2,3,53900.51171875,52631.2421875,180301,1,2192.9684244791665,-1269.26953125,not poor,not poor,1,0,0,0,0,0
18987,4,11,7,4,3,51745.25390625,75096.65625,180301,3,1564.513671875,23351.40234375,not poor,not poor,1,0,0,0,0,0
18987,35,11,4,2,3,24648.376953125,42222.17578125,180301,2,1759.25732421875,17573.798828125,not poor,not poor,1,0,0,0,0,0
18987,50,11,4,2,3,48722.26171875,43715.02734375,180301,2,1821.45947265625,-5007.234375,not poor,not poor,2,0,0,0,0,0
18987,64,11,2,1,3,27046.421875,28587.04296875,180301,1,2382.2535807291665,1540.62109375,not poor,not poor,1,0,0,0,0,0
18987,77,11,1,1,3,16852.955078125,34734.1796875,180301,0,2894.5149739583335,17881.224609375,not poor,not poor,2,0,0,0,0,0
19005,6,11,4,4,3,56656.59765625,89239.609375,180301,0,1859.1585286458333,32583.01171875,not poor,not poor,1,0,0,0,0,0
19005,22,11,3,2,3,43358.203125,57581.609375,180301,1,2399.2337239583335,14223.40625,not poor,not poor,1,0,0,0,0,0
19005,37,11,1,1,3,9959.703125,10269.826171875,180301,0,855.81884765625,310.123046875,not poor,not poor,1,0,0,0,0,0
19005,53,11,3,2,3,41517.21484375,49869.671875,180301,1,2077.9029947916665,8352.45703125,not poor,not poor,1,0,0,0,0,0
19005,68,11,7,6,3,82665.4375,108219.4296875,180301,1,1503.047634548611,25553.9921875,not poor,not poor,1,0,0,0,0,0
19005,84,11,3,2,3,75689.6484375,90503.03125,180301,1,3770.9596354166665,14813.3828125,not poor,not poor,1,0,0,0,0,0
19019,3,11,5,5,3,33019.6171875,34485.13671875,180208,0,574.7522786458334,1465.51953125,not poor,not poor,1,0,0,0,0,0
19019,16,11,1,1,3,8209.1396484375,9229.474609375,180208,0,769.1228841145834,1020.3349609375,not poor,not poor,1,0,0,0,0,0
19019,25,11,2,2,3,13330.638671875,29778.806640625,180208,0,1240.7836100260417,16448.16796875,not poor,not poor,1,0,0,0,0,0
19019,44,11,1,1,3,4344.31689453125,4543.37255859375,180208,0,378.6143798828125,199.0556640625,not poor,not poor,1,0,0,0,0,0
19019,54,11,2,2,3,8934.646484375,10637.181640625,180208,0,443.2159016927083,1702.53515625,not poor,not poor,1,0,0,0,0,0
19019,63,11,3,1,1,5747.7958984375,14572.255859375,180208,2,1214.3546549479167,8824.4599609375,extreme poor,poor,1,0,0,0,0,0
19019,92,11,3,1,2,10057.552734375,9387.1357421875,180208,2,782.2613118489584,-670.4169921875,not extreme poor,poor,1,0,0,0,0,0
19019,101,11,1,1,3,13429.5244140625,19539.15234375,180208,0,1628.2626953125,6109.6279296875,not poor,not poor,1,0,0,0,0,0
19023,53,11,1,1,2,3352.85766601563,2667.15649414063,180204,0,222.26304117838583,-685.701171875,not extreme poor,poor,1,0,0,1,0,0
19023,55,11,2,2,2,4966.703125,16089.4306640625,180204,0,670.3929443359375,11122.7275390625,not extreme poor,poor,1,0,0,1,0,0
19023,56,11,2,1,1,3405.98950195313,15733.310546875,180204,1,1311.1092122395833,12327.32104492187,extreme poor,poor,1,0,0,0,0,0
19023,151,11,1,1,3,8520.00390625,6759.796875,180204,0,563.31640625,-1760.20703125,not poor,not poor,1,0,0,1,0,0
19023,154,11,2,2,1,4517.998046875,17428.646484375,180204,0,726.193603515625,12910.6484375,extreme poor,poor,1,0,0,0,0,0
19023,157,11,3,1,3,13363.609375,8711.96875,180204,2,725.9973958333334,-4651.640625,not poor,not poor,1,0,0,0,0,0
19023,159,11,3,2,2,8056.400390625,8510.974609375,180204,1,354.6239420572917,454.57421875,not extreme poor,poor,1,0,0,0,0,0
19023,162,11,2,1,1,3332.66674804688,6368.55615234375,180204,1,530.7130126953125,3035.88940429687,extreme poor,poor,1,0,0,1,0,0
19036,3,11,3,2,2,7926.78173828125,24284.810546875,180202,1,1011.8671061197916,16358.02880859375,not extreme poor,poor,1,0,0,0,0,0
19036,9,11,3,3,3,16074.1474609375,46452.15625,180202,0,1290.337673611111,30378.0087890625,not poor,not poor,1,0,0,0,0,0
19036,15,11,2,1,2,6067.203125,7970.0546875,180202,1,664.1712239583334,1902.8515625,not extreme poor,poor,1,0,0,0,0,0
19036,21,11,2,2,1,4644.37109375,9797.5556640625,180202,0,408.2314860026042,5153.1845703125,extreme poor,poor,1,0,0,0,0,0
19036,33,11,2,2,3,8871.96875,11815.3837890625,180202,0,492.3076578776042,2943.4150390625,not poor,not poor,1,0,0,0,0,0
19036,40,11,2,2,1,3603.89892578125,8813.021484375,180202,0,367.209228515625,5209.12255859375,extreme poor,poor,1,0,0,0,0,0
19036,46,11,1,1,2,3107.29736328125,4097.6279296875,180202,0,341.468994140625,990.33056640625,not extreme poor,poor,1,0,0,0,0,0
19036,52,11,1,1,1,1778.47607421875,14160.3154296875,180202,0,1180.0262858072917,12381.83935546875,extreme poor,poor,1,0,0,0,0,0
19054,25,11,2,2,3,18684.791015625,20559.78125,190109,0,856.6575520833334,1874.990234375,not poor,not poor,1,0,0,1,0,0
19054,38,11,5,3,3,30147.20703125,24189.240234375,190109,2,671.92333984375,-5957.966796875,not poor,not poor,1,0,0,1,0,0
19054,63,11,3,2,3,42033.03515625,61759.765625,190109,1,2573.3235677083335,19726.73046875,not poor,not poor,1,0,0,0,0,0
19054,77,11,1,1,3,18998.4609375,38042.0,190109,0,3170.1666666666665,19043.5390625,not poor,not poor,1,0,0,0,0,0
